sentence_index,sink_score,sentence_length,length_group,rank,hit@1,hit@5,hit@10,sim_pos,sim_neg_top1,sim_margin
621,0.6314333081245422,13,Long (12-14),1,1,1,1,27.864943,26.600763,1.2641792
622,0.8762660622596741,8,Short (<=8),2,0,1,1,30.544176,32.047226,-1.5030499
623,0.8253231048583984,8,Short (<=8),5,0,1,1,27.416012,29.472822,-2.0568104
624,0.7537272572517395,8,Short (<=8),2,0,1,1,31.597555,33.547718,-1.9501629
625,0.7703723907470703,10,Medium (9-11),1,1,1,1,28.725763,26.95278,1.7729836
626,0.8436198234558105,7,Short (<=8),1,1,1,1,28.470924,26.948864,1.5220604
627,0.8150803446769714,14,Long (12-14),1,1,1,1,31.673504,26.515484,5.15802
628,0.9032027125358582,9,Medium (9-11),53,0,0,0,23.662973,27.40709,-3.7441158
629,0.6677147746086121,8,Short (<=8),8,0,0,1,26.53782,28.216124,-1.6783028
630,0.7791643738746643,14,Long (12-14),8,0,0,1,26.588524,29.689173,-3.1006489
631,0.8218802213668823,11,Medium (9-11),6,0,0,1,26.871754,28.038734,-1.1669807
632,0.8621541261672974,11,Medium (9-11),15,0,0,0,26.22416,28.400274,-2.176115
633,0.7665703892707825,6,Short (<=8),1,1,1,1,28.318369,27.313906,1.0044632
634,0.822187602519989,12,Long (12-14),6,0,0,1,27.11896,28.354671,-1.235712
635,0.771058976650238,11,Medium (9-11),3,0,1,1,26.920397,29.687565,-2.767168
636,0.7744617462158203,14,Long (12-14),1,1,1,1,28.369852,26.744509,1.6253433
637,0.8469675779342651,6,Short (<=8),15,0,0,0,25.229677,27.92157,-2.6918926
638,0.7240383625030518,13,Long (12-14),1,1,1,1,29.162756,27.717012,1.4457436
639,0.7173286080360413,20,Very Long (>14),2,0,1,1,27.549501,28.670347,-1.1208458
640,0.6924315094947815,25,Very Long (>14),9,0,0,1,26.903725,30.06874,-3.1650162
641,0.6850630640983582,18,Very Long (>14),1,1,1,1,33.641644,28.282652,5.3589916
642,0.7258486151695251,12,Long (12-14),2,0,1,1,29.24,31.553143,-2.3131428
643,0.49340036511421204,23,Very Long (>14),1,1,1,1,29.360176,28.838354,0.521822
644,0.792698860168457,10,Medium (9-11),9,0,0,1,27.045185,29.537577,-2.4923916
645,0.8098564743995667,13,Long (12-14),1,1,1,1,28.784853,26.442158,2.3426952
646,0.8443940877914429,8,Short (<=8),1,1,1,1,26.418423,25.921028,0.49739456
647,0.6407804489135742,17,Very Long (>14),1,1,1,1,29.496181,26.34629,3.149891
648,0.891209065914154,8,Short (<=8),1,1,1,1,27.789598,26.676868,1.11273
649,0.858537495136261,6,Short (<=8),1,1,1,1,29.528349,28.313473,1.2148762
650,0.7908836007118225,8,Short (<=8),3,0,1,1,26.253828,27.815813,-1.561985
651,0.8736743927001953,8,Short (<=8),32,0,0,0,25.596376,26.64691,-1.0505333
652,0.7645748257637024,13,Long (12-14),1,1,1,1,33.06778,28.69232,4.3754597
653,0.6392695903778076,21,Very Long (>14),1,1,1,1,27.779276,26.86216,0.91711617
654,0.8009052276611328,11,Medium (9-11),1,1,1,1,31.574345,27.409554,4.164791
655,0.7909008264541626,6,Short (<=8),10,0,0,1,25.322807,27.884817,-2.5620098
656,0.8623445630073547,7,Short (<=8),1,1,1,1,34.754772,28.514671,6.240101
657,0.6074326038360596,19,Very Long (>14),4,0,1,1,28.389967,30.638622,-2.2486553
658,0.7953669428825378,10,Medium (9-11),1,1,1,1,29.013256,27.563026,1.4502296
659,0.8747586011886597,8,Short (<=8),10,0,0,1,25.045807,26.910383,-1.8645763
660,0.777271568775177,9,Medium (9-11),1,1,1,1,30.534142,28.33277,2.2013721
661,0.6485864520072937,17,Very Long (>14),6,0,0,1,26.256954,29.773354,-3.5163994
662,0.7881919145584106,9,Medium (9-11),6,0,0,1,27.331635,28.969795,-1.6381607
663,0.8309213519096375,12,Long (12-14),4,0,1,1,26.427973,26.761555,-0.33358192
664,0.7282596826553345,12,Long (12-14),4,0,1,1,26.45956,28.515022,-2.055462
665,0.6516627073287964,15,Very Long (>14),4,0,1,1,27.466702,28.64036,-1.1736584
666,0.9311378002166748,7,Short (<=8),50,0,0,0,25.08606,26.783583,-1.6975231
667,0.6568094491958618,11,Medium (9-11),1,1,1,1,31.692446,27.267706,4.42474
668,0.7800108790397644,6,Short (<=8),1,1,1,1,29.623068,29.012117,0.61095047
669,0.6790181398391724,15,Very Long (>14),1,1,1,1,30.41144,27.910624,2.5008163
670,0.6268881559371948,8,Short (<=8),1,1,1,1,30.561346,26.4128,4.148546
671,0.8819404244422913,8,Short (<=8),142,0,0,0,21.982111,28.574253,-6.592142
672,0.6587574481964111,12,Long (12-14),1,1,1,1,34.16448,33.57621,0.5882683
673,0.5174928903579712,19,Very Long (>14),1,1,1,1,30.68295,28.381475,2.3014736
674,0.8634225726127625,7,Short (<=8),2,0,1,1,27.304655,27.32315,-0.01849556
675,0.8260589241981506,13,Long (12-14),4,0,1,1,26.888327,29.923292,-3.0349655
676,0.8494715690612793,9,Medium (9-11),1,1,1,1,29.414022,27.266848,2.1471748
677,0.8548665642738342,8,Short (<=8),69,0,0,0,22.499544,28.136724,-5.6371803
678,0.8038998246192932,12,Long (12-14),1,1,1,1,27.917164,27.585777,0.33138657
679,0.7405015826225281,11,Medium (9-11),45,0,0,0,20.76106,25.17945,-4.4183884
680,0.7102534174919128,15,Very Long (>14),1,1,1,1,30.837524,25.309572,5.527952
681,0.7956523895263672,12,Long (12-14),1,1,1,1,32.07044,29.263628,2.8068104
682,0.7272810339927673,9,Medium (9-11),1,1,1,1,30.595251,27.83944,2.7558117
683,0.5487191677093506,18,Very Long (>14),2,0,1,1,25.220675,25.394037,-0.17336273
684,0.836978018283844,9,Medium (9-11),3,0,1,1,28.22734,29.035736,-0.8083954
685,0.8782365918159485,8,Short (<=8),5,0,1,1,26.386148,26.932234,-0.54608536
686,0.6111468076705933,22,Very Long (>14),1,1,1,1,32.420837,26.020882,6.3999557
687,0.7106422781944275,16,Very Long (>14),1,1,1,1,28.660955,28.296,0.3649559
688,0.9040130376815796,6,Short (<=8),14,0,0,0,25.702778,30.122152,-4.4193745
689,0.7865800857543945,8,Short (<=8),1,1,1,1,27.276157,24.656086,2.6200714
690,0.700940728187561,10,Medium (9-11),1,1,1,1,28.597063,27.823889,0.7731743
691,0.7947211861610413,15,Very Long (>14),4,0,1,1,27.654493,28.75256,-1.0980663
692,0.7930501103401184,9,Medium (9-11),51,0,0,0,24.065535,26.79338,-2.7278461
693,0.7125887274742126,12,Long (12-14),5,0,1,1,26.067692,29.111397,-3.043705
694,0.8900183439254761,8,Short (<=8),1,1,1,1,28.440374,28.412115,0.028259277
695,0.6143088340759277,18,Very Long (>14),1,1,1,1,29.953306,28.607622,1.345684
696,0.5249688625335693,23,Very Long (>14),1,1,1,1,32.254726,27.351315,4.903412
697,0.5660287737846375,15,Very Long (>14),1,1,1,1,26.232103,25.81911,0.41299248
698,0.8330543637275696,13,Long (12-14),1,1,1,1,33.126595,28.102436,5.0241585
699,0.7421548366546631,10,Medium (9-11),1,1,1,1,30.209452,28.496542,1.7129097
700,0.7656726837158203,12,Long (12-14),1,1,1,1,30.66055,27.65213,3.008419
701,0.8298977017402649,13,Long (12-14),2,0,1,1,27.787601,28.961601,-1.1739998
702,0.6519861221313477,11,Medium (9-11),1,1,1,1,35.425198,26.715199,8.709999
703,0.8349770307540894,11,Medium (9-11),3,0,1,1,28.116564,28.29181,-0.17524529
704,0.7848250865936279,9,Medium (9-11),55,0,0,0,22.68239,26.800293,-4.1179028
705,0.838966429233551,8,Short (<=8),2,0,1,1,27.6272,29.08678,-1.4595814
706,0.7899392247200012,7,Short (<=8),1,1,1,1,28.630907,28.009224,0.6216831
707,0.7442414164543152,14,Long (12-14),1,1,1,1,34.248394,26.017506,8.230888
708,0.6665596961975098,10,Medium (9-11),8,0,0,1,25.907213,27.568066,-1.6608524
709,0.8830422163009644,11,Medium (9-11),22,0,0,0,24.732958,27.593882,-2.8609238
710,0.7678026556968689,12,Long (12-14),5,0,1,1,27.26731,28.151394,-0.8840847
711,0.6958264112472534,16,Very Long (>14),15,0,0,0,24.049017,26.529411,-2.4803944
712,0.8340432643890381,10,Medium (9-11),1,1,1,1,29.484898,28.998035,0.48686218
713,0.8166183829307556,9,Medium (9-11),5,0,1,1,27.376383,29.362112,-1.9857292
714,0.7482572793960571,9,Medium (9-11),2,0,1,1,28.579819,29.270523,-0.69070435
715,0.802045464515686,16,Very Long (>14),5,0,1,1,27.277447,27.688154,-0.41070747
716,0.8297190070152283,13,Long (12-14),7,0,0,1,26.46274,27.396223,-0.9334831
717,0.642911434173584,9,Medium (9-11),11,0,0,0,26.952007,29.504066,-2.5520592
718,0.8808733820915222,9,Medium (9-11),4,0,1,1,27.763367,28.775528,-1.0121613
719,0.736944317817688,9,Medium (9-11),2,0,1,1,30.129766,30.914286,-0.7845192
720,0.7646958231925964,7,Short (<=8),1,1,1,1,32.87526,25.561222,7.3140373
721,0.8192025423049927,6,Short (<=8),3,0,1,1,25.230656,25.507555,-0.27689934
722,0.7203240394592285,15,Very Long (>14),1,1,1,1,29.412874,28.956799,0.45607567
723,0.674717128276825,13,Long (12-14),5,0,1,1,27.536034,29.892128,-2.3560944
724,0.8717461824417114,9,Medium (9-11),5,0,1,1,27.815283,30.136406,-2.3211231
725,0.7197542190551758,16,Very Long (>14),1,1,1,1,31.16883,30.3194,0.8494301
726,0.8217718005180359,10,Medium (9-11),93,0,0,0,22.632105,27.755487,-5.1233826
727,0.6167398691177368,18,Very Long (>14),1,1,1,1,30.831444,29.493898,1.3375454
728,0.7206897139549255,15,Very Long (>14),1,1,1,1,29.129839,28.035799,1.0940399
729,0.7312990427017212,11,Medium (9-11),1,1,1,1,35.501842,30.206112,5.2957306
730,0.7983301877975464,11,Medium (9-11),68,0,0,0,23.126322,27.4757,-4.3493786
731,0.8628471493721008,8,Short (<=8),2,0,1,1,25.589544,26.0934,-0.50385475
732,0.6511759757995605,12,Long (12-14),2,0,1,1,27.628708,27.937428,-0.30871964
733,0.6392200589179993,19,Very Long (>14),7,0,0,1,25.75487,26.82218,-1.0673103
734,0.891196072101593,11,Medium (9-11),2,0,1,1,26.914362,26.953156,-0.038793564
735,0.6151514053344727,21,Very Long (>14),1,1,1,1,26.48762,24.84248,1.6451397
736,0.6083993315696716,22,Very Long (>14),1,1,1,1,34.328682,27.383131,6.945551
737,0.6253770589828491,26,Very Long (>14),1,1,1,1,29.557919,28.21354,1.3443794
738,0.7835626602172852,13,Long (12-14),3,0,1,1,28.16524,28.99455,-0.8293114
739,0.7496059536933899,13,Long (12-14),2,0,1,1,30.17471,31.318336,-1.1436272
740,0.8902960419654846,8,Short (<=8),1,1,1,1,29.775911,27.926939,1.8489723
741,0.7073183059692383,14,Long (12-14),1,1,1,1,28.219425,27.839565,0.37985992
742,0.5772327780723572,14,Long (12-14),1,1,1,1,29.885027,26.836437,3.0485897
743,0.593811571598053,6,Short (<=8),9,0,0,1,25.60057,29.544836,-3.9442654
744,0.8147521018981934,10,Medium (9-11),1,1,1,1,30.493439,28.307878,2.1855602
745,0.7984318137168884,11,Medium (9-11),1,1,1,1,30.137455,27.245558,2.8918972
746,0.8197398781776428,8,Short (<=8),7,0,0,1,25.60571,32.474964,-6.869255
747,0.8122665882110596,7,Short (<=8),1,1,1,1,29.751766,26.34452,3.4072456
748,0.8134960532188416,8,Short (<=8),7,0,0,1,26.355045,28.791883,-2.4368382
749,0.6950823664665222,18,Very Long (>14),1,1,1,1,27.311539,26.191532,1.1200066
750,0.7555819749832153,11,Medium (9-11),6,0,0,1,24.331749,26.192936,-1.861187
751,0.6813691854476929,12,Long (12-14),1,1,1,1,29.140833,27.75501,1.3858223
752,0.7244275212287903,14,Long (12-14),7,0,0,1,26.016092,27.349627,-1.3335342
753,0.889438271522522,6,Short (<=8),5,0,1,1,27.77791,29.64159,-1.8636799
754,0.7893053889274597,11,Medium (9-11),1,1,1,1,33.268143,27.648184,5.619959
755,0.7844791412353516,10,Medium (9-11),8,0,0,1,27.221626,27.679216,-0.4575901
756,0.9216540455818176,7,Short (<=8),1,1,1,1,26.586414,26.345106,0.24130821
757,0.5951687693595886,9,Medium (9-11),2,0,1,1,28.354877,29.934097,-1.5792198
758,0.6942899823188782,13,Long (12-14),1,1,1,1,30.111647,28.24074,1.8709068
759,0.7096024751663208,10,Medium (9-11),7,0,0,1,25.96753,30.08815,-4.1206207
760,0.7053808569908142,11,Medium (9-11),1,1,1,1,34.589043,25.904932,8.684111
761,0.8386842012405396,9,Medium (9-11),390,0,0,0,21.033197,27.20542,-6.172222
762,0.8229544758796692,8,Short (<=8),1,1,1,1,33.192364,27.024347,6.1680164
763,0.5951477885246277,11,Medium (9-11),2,0,1,1,27.148151,27.754673,-0.6065216
764,0.6366091966629028,17,Very Long (>14),1,1,1,1,28.958193,28.293604,0.6645889
765,0.8738670945167542,7,Short (<=8),1,1,1,1,28.913616,28.878222,0.03539467
766,0.8612500429153442,9,Medium (9-11),1,1,1,1,28.216637,27.840046,0.37659073
767,0.7120051383972168,11,Medium (9-11),2,0,1,1,27.735785,29.39719,-1.6614056
768,0.7159575819969177,17,Very Long (>14),73,0,0,0,22.097284,27.052277,-4.9549923
769,0.7304332256317139,9,Medium (9-11),1,1,1,1,26.555622,26.192104,0.36351776
770,0.8157955408096313,14,Long (12-14),9,0,0,1,27.624336,29.599487,-1.9751511
771,0.7496971487998962,12,Long (12-14),13,0,0,0,25.395727,28.480747,-3.08502
772,0.7608857750892639,9,Medium (9-11),1,1,1,1,31.424696,29.604221,1.8204746
773,0.683256983757019,15,Very Long (>14),1,1,1,1,28.808218,26.608616,2.1996021
774,0.8842259049415588,9,Medium (9-11),10,0,0,1,25.874832,28.536621,-2.661789
775,0.8506088852882385,13,Long (12-14),1,1,1,1,28.281406,27.7534,0.5280056
776,0.7809757590293884,8,Short (<=8),2,0,1,1,27.421532,28.184998,-0.7634659
777,0.6064244508743286,21,Very Long (>14),1,1,1,1,28.723864,28.692997,0.030866623
778,0.7222863435745239,11,Medium (9-11),46,0,0,0,23.215134,27.038162,-3.8230286
779,0.8357696533203125,15,Very Long (>14),3,0,1,1,29.545143,30.542046,-0.99690247
780,0.6139335632324219,16,Very Long (>14),1,1,1,1,33.888634,26.013035,7.875599
781,0.7643485069274902,13,Long (12-14),6,0,0,1,29.974598,30.699331,-0.72473335
782,0.6607423424720764,12,Long (12-14),2,0,1,1,28.992832,30.148026,-1.1551933
783,0.49044933915138245,21,Very Long (>14),1,1,1,1,31.300518,26.453203,4.847315
784,0.5676527619361877,16,Very Long (>14),6,0,0,1,24.771475,26.80432,-2.0328445
785,0.6027254462242126,13,Long (12-14),1,1,1,1,31.514723,28.865837,2.6488857
786,0.8436513543128967,10,Medium (9-11),1,1,1,1,30.42379,27.511246,2.9125443
787,0.5951604843139648,13,Long (12-14),4,0,1,1,27.830034,29.357464,-1.5274296
788,0.7716888785362244,14,Long (12-14),1,1,1,1,27.135813,26.657433,0.4783802
789,0.8026505708694458,9,Medium (9-11),8,0,0,1,25.71292,27.609825,-1.8969059
790,0.7584241628646851,10,Medium (9-11),6,0,0,1,23.718904,27.783737,-4.0648327
791,0.7849327921867371,10,Medium (9-11),14,0,0,0,25.57056,28.20276,-2.6322002
792,0.7222527861595154,11,Medium (9-11),2,0,1,1,29.147438,30.952251,-1.8048134
793,0.9060224294662476,9,Medium (9-11),2,0,1,1,27.038748,27.401257,-0.36250877
794,0.7330750823020935,22,Very Long (>14),1,1,1,1,33.59428,30.53548,3.0587997
795,0.8456099629402161,9,Medium (9-11),11,0,0,0,24.830328,29.960459,-5.130131
796,0.8658202290534973,10,Medium (9-11),16,0,0,0,25.502003,26.902061,-1.4000587
797,0.604913055896759,15,Very Long (>14),1,1,1,1,29.840363,28.202953,1.6374092
798,0.7797042727470398,8,Short (<=8),37,0,0,0,23.649704,28.257412,-4.607708
799,0.7663660049438477,13,Long (12-14),2,0,1,1,30.295265,31.751871,-1.4566059
800,0.6659458875656128,9,Medium (9-11),1,1,1,1,30.554253,28.141224,2.4130287
801,0.8008369207382202,8,Short (<=8),10,0,0,1,25.253872,28.18792,-2.9340477
802,0.6125959753990173,25,Very Long (>14),5,0,1,1,26.162607,27.901863,-1.7392559
803,0.8522403240203857,7,Short (<=8),623,0,0,0,22.238821,25.144026,-2.9052048
804,0.8687066435813904,10,Medium (9-11),4,0,1,1,24.243841,24.810734,-0.5668926
805,0.7231194376945496,12,Long (12-14),6,0,0,1,26.681175,28.132612,-1.451437
806,0.7289047837257385,10,Medium (9-11),1,1,1,1,29.55173,28.917324,0.63440514
807,0.7185739874839783,13,Long (12-14),1,1,1,1,29.1651,28.086412,1.0786877
808,0.5823900103569031,15,Very Long (>14),1,1,1,1,26.726454,25.498972,1.2274818
809,0.746338427066803,14,Long (12-14),83,0,0,0,22.08323,28.686148,-6.6029186
810,0.8763632774353027,8,Short (<=8),6,0,0,1,27.960852,28.932434,-0.9715824
811,0.854569137096405,8,Short (<=8),4,0,1,1,25.166883,26.571972,-1.4050884
812,0.5237119793891907,21,Very Long (>14),1,1,1,1,28.868896,27.638626,1.2302704
813,0.7481045722961426,20,Very Long (>14),1,1,1,1,30.086834,27.944174,2.1426601
814,0.7083497643470764,10,Medium (9-11),3,0,1,1,26.735565,27.853949,-1.1183834
815,0.9105430841445923,9,Medium (9-11),22,0,0,0,24.650526,27.477615,-2.8270893
816,0.8892318606376648,11,Medium (9-11),24,0,0,0,26.061958,27.43746,-1.3755016
817,0.8097745180130005,9,Medium (9-11),3,0,1,1,27.197685,28.26732,-1.0696354
818,0.7194250822067261,10,Medium (9-11),1,1,1,1,40.169205,27.26789,12.901314
819,0.5981342792510986,25,Very Long (>14),1,1,1,1,33.519,28.335894,5.1831074
820,0.652378261089325,13,Long (12-14),58,0,0,0,23.73151,28.166775,-4.4352646
821,0.8216651678085327,6,Short (<=8),22,0,0,0,24.924025,26.273335,-1.3493099
822,0.7525067329406738,11,Medium (9-11),1,1,1,1,30.337242,29.88153,0.45571136
823,0.6100365519523621,13,Long (12-14),1,1,1,1,31.136395,26.547289,4.5891056
824,0.6125389933586121,23,Very Long (>14),1,1,1,1,28.058683,26.038176,2.0205078
825,0.5719900727272034,13,Long (12-14),7,0,0,1,26.911037,28.445457,-1.53442
826,0.7865030765533447,10,Medium (9-11),8,0,0,1,27.255995,29.616985,-2.3609905
827,0.7514606714248657,14,Long (12-14),1,1,1,1,28.160387,26.797369,1.363018
828,0.7863248586654663,11,Medium (9-11),1,1,1,1,30.21723,28.289062,1.9281673
829,0.6828619241714478,10,Medium (9-11),2,0,1,1,29.35003,29.583338,-0.23330688
830,0.7667376399040222,10,Medium (9-11),1,1,1,1,28.8731,28.180767,0.6923332
831,0.8705558776855469,7,Short (<=8),13,0,0,0,25.14319,28.438139,-3.2949486
832,0.7703765034675598,9,Medium (9-11),5,0,1,1,27.184904,27.99247,-0.8075657
833,0.5901745557785034,11,Medium (9-11),1,1,1,1,29.342354,27.593115,1.749239
834,0.8025481104850769,8,Short (<=8),64,0,0,0,23.33816,27.40577,-4.06761
835,0.8423291444778442,8,Short (<=8),11,0,0,0,26.426733,27.97343,-1.5466976
836,0.5606467723846436,24,Very Long (>14),1,1,1,1,32.385,28.73793,3.647068
837,0.8441013097763062,8,Short (<=8),3,0,1,1,27.466154,28.430294,-0.96413994
838,0.5288942456245422,12,Long (12-14),1,1,1,1,31.204948,30.099842,1.1051064
839,0.8666110038757324,11,Medium (9-11),2,0,1,1,29.472124,30.082172,-0.6100483
840,0.7766811847686768,17,Very Long (>14),2,0,1,1,26.98259,27.805635,-0.82304573
841,0.7037273049354553,16,Very Long (>14),2,0,1,1,30.698473,30.783123,-0.08465004
842,0.8610814809799194,6,Short (<=8),5,0,1,1,27.045322,28.63618,-1.5908585
843,0.598372220993042,17,Very Long (>14),1,1,1,1,33.601494,25.845242,7.7562523
844,0.8081449866294861,10,Medium (9-11),23,0,0,0,25.805286,27.33432,-1.5290337
845,0.7162997722625732,12,Long (12-14),6,0,0,1,25.02709,27.065605,-2.038515
846,0.6444867253303528,16,Very Long (>14),1,1,1,1,29.65785,29.112911,0.54493904
847,0.8604902625083923,7,Short (<=8),2,0,1,1,27.131346,27.684921,-0.5535755
848,0.7199321389198303,7,Short (<=8),1,1,1,1,32.597088,28.471798,4.12529
849,0.7768595218658447,10,Medium (9-11),2,0,1,1,30.541492,30.690947,-0.14945412
850,0.6647522449493408,28,Very Long (>14),1,1,1,1,31.978264,29.895514,2.0827503
851,0.837560772895813,8,Short (<=8),1,1,1,1,28.087658,27.311909,0.7757492
852,0.6019798517227173,12,Long (12-14),1,1,1,1,30.874067,27.530748,3.343319
853,0.8246681094169617,10,Medium (9-11),15,0,0,0,25.96238,26.842165,-0.87978554
854,0.8528705835342407,6,Short (<=8),5,0,1,1,27.141022,29.183372,-2.0423508
855,0.8395020365715027,10,Medium (9-11),60,0,0,0,23.735348,27.877468,-4.1421204
856,0.786479115486145,6,Short (<=8),1,1,1,1,30.783213,27.379438,3.4037743
857,0.8454463481903076,10,Medium (9-11),1,1,1,1,32.372494,32.11985,0.2526436
858,0.8663092851638794,6,Short (<=8),1,1,1,1,29.464384,29.4328,0.031583786
859,0.6521908640861511,17,Very Long (>14),8,0,0,1,27.628454,28.95763,-1.329176
860,0.8944146037101746,7,Short (<=8),2,0,1,1,27.174511,27.640709,-0.46619797
861,0.7722771167755127,9,Medium (9-11),86,0,0,0,22.058643,27.664465,-5.6058216
862,0.8159782290458679,10,Medium (9-11),2,0,1,1,27.522146,27.739502,-0.21735573
863,0.5876400470733643,10,Medium (9-11),1,1,1,1,29.71751,29.086695,0.6308155
864,0.6153241395950317,15,Very Long (>14),2,0,1,1,30.230082,31.124989,-0.894907
865,0.6639009714126587,13,Long (12-14),3,0,1,1,25.682106,26.928371,-1.2462654
866,0.6718529462814331,14,Long (12-14),1,1,1,1,28.49797,25.367563,3.1304073
867,0.5415968298912048,19,Very Long (>14),1,1,1,1,27.650389,27.167297,0.48309135
868,0.7961775660514832,8,Short (<=8),1,1,1,1,28.531715,26.964283,1.5674324
869,0.6403084993362427,11,Medium (9-11),30,0,0,0,24.860102,27.15242,-2.2923183
870,0.8493162393569946,9,Medium (9-11),28,0,0,0,24.860699,28.437,-3.5763016
871,0.921924352645874,7,Short (<=8),14,0,0,0,23.730833,27.917818,-4.186985
872,0.7968394160270691,8,Short (<=8),2,0,1,1,27.301334,27.595917,-0.29458237
873,0.7484615445137024,10,Medium (9-11),4,0,1,1,28.655016,32.234608,-3.5795918
874,0.6135584115982056,19,Very Long (>14),1,1,1,1,30.818909,27.805937,3.0129719
875,0.5920519232749939,14,Long (12-14),1,1,1,1,28.425282,27.306622,1.11866
876,0.8648960590362549,7,Short (<=8),6,0,0,1,28.019476,30.138624,-2.1191483
877,0.8433333039283752,8,Short (<=8),15,0,0,0,26.786646,29.594315,-2.8076687
878,0.74411940574646,16,Very Long (>14),3,0,1,1,30.697727,31.824127,-1.1264
879,0.8095438480377197,13,Long (12-14),1,1,1,1,29.239971,28.803715,0.4362564
880,0.5131636261940002,12,Long (12-14),5,0,1,1,26.468145,29.215086,-2.7469406
881,0.6990774273872375,10,Medium (9-11),3,0,1,1,25.88991,30.391106,-4.501196
882,0.781661868095398,8,Short (<=8),1,1,1,1,29.051113,26.47279,2.5783234
883,0.764165997505188,8,Short (<=8),6,0,0,1,25.584633,26.099115,-0.5144825
884,0.8771478533744812,11,Medium (9-11),134,0,0,0,20.252935,28.831057,-8.578121
885,0.8437989354133606,10,Medium (9-11),87,0,0,0,22.800285,28.359186,-5.558901
886,0.8494554758071899,11,Medium (9-11),6,0,0,1,24.80264,25.988436,-1.1857948
887,0.810647189617157,12,Long (12-14),1,1,1,1,28.598148,27.263815,1.3343334
888,0.8303400278091431,11,Medium (9-11),1,1,1,1,29.311558,27.298588,2.01297
889,0.6303829550743103,20,Very Long (>14),1,1,1,1,34.053772,26.03232,8.021452
890,0.8848975300788879,11,Medium (9-11),3,0,1,1,27.216711,28.661835,-1.4451237
891,0.737014889717102,11,Medium (9-11),1,1,1,1,31.020828,29.676174,1.3446541
892,0.8051879405975342,12,Long (12-14),11,0,0,0,24.909163,28.136683,-3.22752
893,0.7345157861709595,23,Very Long (>14),1,1,1,1,26.485365,26.165844,0.31952095
894,0.8914448022842407,9,Medium (9-11),45,0,0,0,24.280024,26.437002,-2.1569786
895,0.6246844530105591,10,Medium (9-11),1,1,1,1,31.45957,25.049532,6.410038
896,0.7988035678863525,10,Medium (9-11),1,1,1,1,29.940895,28.793919,1.1469765
897,0.7896386384963989,11,Medium (9-11),1,1,1,1,33.682217,25.722057,7.9601593
898,0.7905471324920654,10,Medium (9-11),6,0,0,1,25.082737,28.120625,-3.0378876
899,0.46292129158973694,17,Very Long (>14),1,1,1,1,32.989353,28.417614,4.571739
900,0.44619423151016235,17,Very Long (>14),2,0,1,1,29.036438,31.716818,-2.6803799
901,0.7319209575653076,12,Long (12-14),1,1,1,1,28.471167,27.934397,0.53676987
902,0.7895299792289734,13,Long (12-14),1,1,1,1,28.540676,27.771431,0.76924515
903,0.6558511257171631,17,Very Long (>14),1,1,1,1,27.87294,27.750921,0.122018814
904,0.6749966144561768,10,Medium (9-11),1,1,1,1,29.032555,28.266731,0.76582336
905,0.8129588961601257,10,Medium (9-11),18,0,0,0,24.551138,27.311655,-2.7605171
906,0.7412340044975281,10,Medium (9-11),1,1,1,1,28.569572,28.518867,0.050704956
907,0.7266035079956055,12,Long (12-14),1,1,1,1,28.058714,25.23765,2.821064
908,0.6105016469955444,20,Very Long (>14),2,0,1,1,27.356228,28.553104,-1.1968765
909,0.6250333786010742,13,Long (12-14),1,1,1,1,33.55285,28.972404,4.5804443
910,0.7562001943588257,11,Medium (9-11),1,1,1,1,30.460135,25.784048,4.6760864
911,0.8158160448074341,14,Long (12-14),1,1,1,1,26.959461,26.719349,0.2401123
912,0.7278190851211548,9,Medium (9-11),1,1,1,1,29.076368,29.017698,0.058670044
913,0.5461105108261108,16,Very Long (>14),1,1,1,1,28.62811,27.197325,1.4307861
914,0.862670361995697,7,Short (<=8),1,1,1,1,28.45165,28.236473,0.21517754
915,0.5444015264511108,18,Very Long (>14),1,1,1,1,31.195492,27.172453,4.023039
916,0.7932204008102417,8,Short (<=8),1,1,1,1,29.818642,26.963371,2.8552704
917,0.8328689932823181,10,Medium (9-11),3,0,1,1,27.70159,29.794374,-2.092785
918,0.8357149362564087,12,Long (12-14),1,1,1,1,29.940292,25.56084,4.3794518
919,0.7972621917724609,8,Short (<=8),3,0,1,1,28.613848,30.245613,-1.6317654
920,0.677797257900238,9,Medium (9-11),9,0,0,1,26.442581,28.251383,-1.8088017
921,0.6310627460479736,18,Very Long (>14),1,1,1,1,29.036983,26.078096,2.958887
922,0.5181053280830383,24,Very Long (>14),1,1,1,1,36.757107,24.405231,12.351875
923,0.6926853656768799,9,Medium (9-11),4,0,1,1,25.57007,29.080826,-3.5107555
924,0.8399655222892761,8,Short (<=8),2,0,1,1,28.328484,29.318947,-0.99046326
925,0.893572211265564,6,Short (<=8),5,0,1,1,27.81961,28.92617,-1.1065598
926,0.8468653559684753,8,Short (<=8),1,1,1,1,28.505957,27.350286,1.1556702
927,0.8487104177474976,10,Medium (9-11),17,0,0,0,25.131289,29.038006,-3.9067173
928,0.8568025827407837,11,Medium (9-11),1,1,1,1,26.875206,26.864061,0.011144638
929,0.9007439613342285,8,Short (<=8),117,0,0,0,22.850618,26.790613,-3.9399948
930,0.7186344265937805,8,Short (<=8),1,1,1,1,33.16328,31.335222,1.8280582
931,0.44675731658935547,11,Medium (9-11),1,1,1,1,31.11353,28.756596,2.3569336
