sentence_index,sink_score,sentence_length,length_group,rank,hit@1,hit@5,hit@10,sim_pos,sim_neg_top1,sim_margin
595,0.6395308971405029,9,Medium (9-11),5,0,1,1,25.456697,29.272038,-3.81534
596,0.7601327300071716,12,Long (12-14),10,0,0,1,23.142895,25.417318,-2.2744236
597,0.7857756614685059,18,Very Long (>14),1,1,1,1,29.120218,27.978634,1.1415844
598,0.7012730240821838,8,Short (<=8),2,0,1,1,26.85408,27.246517,-0.39243698
599,0.9079475402832031,9,Medium (9-11),24,0,0,0,25.528303,29.338562,-3.8102589
600,0.6368653774261475,18,Very Long (>14),1,1,1,1,32.46111,27.770573,4.6905365
601,0.8975809216499329,6,Short (<=8),24,0,0,0,25.541159,27.943295,-2.4021358
602,0.8878650665283203,8,Short (<=8),3,0,1,1,29.630056,30.31539,-0.68533325
603,0.8339751958847046,6,Short (<=8),6,0,0,1,26.46379,27.30015,-0.836359
604,0.8651807904243469,13,Long (12-14),19,0,0,0,24.859247,30.438387,-5.5791397
605,0.8458523750305176,7,Short (<=8),1,1,1,1,28.248995,25.052557,3.1964378
606,0.8110572099685669,8,Short (<=8),1,1,1,1,29.438156,25.959557,3.4785995
607,0.7038657069206238,13,Long (12-14),1,1,1,1,28.347773,28.16871,0.17906189
608,0.6845400929450989,8,Short (<=8),4,0,1,1,28.027445,28.574436,-0.54699135
609,0.7294007539749146,10,Medium (9-11),1,1,1,1,28.674715,28.521246,0.15346909
610,0.7464216351509094,11,Medium (9-11),1,1,1,1,31.906796,27.307085,4.5997105
611,0.7121373414993286,6,Short (<=8),6,0,0,1,24.33424,27.081703,-2.7474632
612,0.7211934328079224,14,Long (12-14),1,1,1,1,30.445688,29.41298,1.0327091
613,0.5567383170127869,14,Long (12-14),2,0,1,1,32.751144,33.067036,-0.31589127
614,0.882268488407135,8,Short (<=8),1,1,1,1,34.085423,30.35798,3.7274418
615,0.6135609149932861,12,Long (12-14),1,1,1,1,29.203562,24.36827,4.835291
616,0.8576372861862183,6,Short (<=8),6,0,0,1,28.720184,29.526234,-0.80604935
617,0.7472259402275085,6,Short (<=8),12,0,0,0,27.58646,30.370813,-2.7843533
618,0.8070132732391357,9,Medium (9-11),1,1,1,1,32.052933,27.051561,5.0013714
619,0.6778249740600586,15,Very Long (>14),5,0,1,1,27.664352,28.956324,-1.2919712
620,0.9316339492797852,6,Short (<=8),887,0,0,0,18.804592,26.891045,-8.0864525
621,0.6433189511299133,13,Long (12-14),1,1,1,1,27.843655,26.272934,1.5707207
622,0.8703256249427795,8,Short (<=8),3,0,1,1,30.258352,33.031857,-2.7735043
623,0.8228484988212585,8,Short (<=8),5,0,1,1,27.477774,30.27615,-2.798376
624,0.7479931116104126,8,Short (<=8),2,0,1,1,31.722971,33.6978,-1.9748287
625,0.7644075155258179,10,Medium (9-11),1,1,1,1,28.506052,27.936142,0.56991005
626,0.8382725119590759,7,Short (<=8),1,1,1,1,27.362759,26.859892,0.50286674
627,0.8209762573242188,14,Long (12-14),1,1,1,1,32.573215,26.949314,5.6239014
628,0.8949640989303589,9,Medium (9-11),34,0,0,0,24.124836,26.950747,-2.8259106
629,0.6595050096511841,8,Short (<=8),7,0,0,1,26.729929,28.074911,-1.3449821
630,0.7634494304656982,14,Long (12-14),7,0,0,1,26.39095,29.427773,-3.0368233
631,0.8136879205703735,11,Medium (9-11),1,1,1,1,28.293001,27.899147,0.39385414
632,0.8629429936408997,11,Medium (9-11),13,0,0,0,26.640722,28.530497,-1.8897743
633,0.7586117386817932,6,Short (<=8),1,1,1,1,28.861898,27.74787,1.1140289
634,0.8238014578819275,12,Long (12-14),8,0,0,1,27.076143,28.624666,-1.548523
635,0.7563760280609131,11,Medium (9-11),2,0,1,1,27.885454,29.400345,-1.5148907
636,0.7880950570106506,14,Long (12-14),1,1,1,1,29.00075,26.516533,2.4842167
637,0.8485180735588074,6,Short (<=8),20,0,0,0,25.307379,28.13915,-2.8317719
638,0.7054476141929626,13,Long (12-14),1,1,1,1,29.00106,27.817558,1.1835022
639,0.7212944030761719,20,Very Long (>14),5,0,1,1,27.373072,29.284943,-1.911871
640,0.6909854412078857,25,Very Long (>14),8,0,0,1,27.165335,29.96164,-2.7963047
641,0.6743248701095581,18,Very Long (>14),1,1,1,1,33.480515,28.713203,4.767311
642,0.7071514129638672,12,Long (12-14),3,0,1,1,28.992085,32.00905,-3.016964
643,0.5282911062240601,23,Very Long (>14),1,1,1,1,29.843527,29.483206,0.36032104
644,0.8032097816467285,10,Medium (9-11),10,0,0,1,27.01633,30.126274,-3.1099434
645,0.805150032043457,13,Long (12-14),1,1,1,1,28.680397,26.521713,2.1586838
646,0.841764509677887,8,Short (<=8),2,0,1,1,26.715893,26.768974,-0.053081512
647,0.6397107839584351,17,Very Long (>14),1,1,1,1,29.604343,26.710135,2.894209
648,0.8856710195541382,8,Short (<=8),1,1,1,1,28.63581,27.107456,1.5283546
649,0.8670649528503418,6,Short (<=8),1,1,1,1,29.791195,28.826881,0.9643135
650,0.7871521711349487,8,Short (<=8),2,0,1,1,26.602465,27.753275,-1.1508102
651,0.8806781768798828,8,Short (<=8),33,0,0,0,25.539864,26.652277,-1.1124134
652,0.7458600401878357,13,Long (12-14),1,1,1,1,33.216827,29.524248,3.6925793
653,0.6375439763069153,21,Very Long (>14),1,1,1,1,28.03579,26.914257,1.1215324
654,0.7930556535720825,11,Medium (9-11),1,1,1,1,31.022335,28.580072,2.4422626
655,0.7725396156311035,6,Short (<=8),13,0,0,0,24.540108,27.627665,-3.0875568
656,0.865678608417511,7,Short (<=8),1,1,1,1,35.0665,28.763134,6.3033676
657,0.5897963643074036,19,Very Long (>14),2,0,1,1,29.825615,30.288437,-0.46282196
658,0.7815220952033997,10,Medium (9-11),1,1,1,1,29.600378,27.736115,1.8642635
659,0.8717609643936157,8,Short (<=8),5,0,1,1,25.92773,26.614273,-0.6865425
660,0.7804049849510193,9,Medium (9-11),1,1,1,1,30.328644,28.748549,1.5800953
661,0.6418017745018005,17,Very Long (>14),9,0,0,1,25.156382,30.413017,-5.2566357
662,0.7900165915489197,9,Medium (9-11),5,0,1,1,27.867859,29.313522,-1.4456635
663,0.8169679045677185,12,Long (12-14),5,0,1,1,26.482964,26.840622,-0.3576584
664,0.7191083431243896,12,Long (12-14),2,0,1,1,28.049454,28.703466,-0.6540127
665,0.6747536063194275,15,Very Long (>14),3,0,1,1,28.405268,28.697527,-0.29225922
666,0.934855043888092,7,Short (<=8),55,0,0,0,24.895046,26.750288,-1.8552418
667,0.6414093971252441,11,Medium (9-11),1,1,1,1,30.986904,28.635853,2.3510513
668,0.7749861478805542,6,Short (<=8),2,0,1,1,29.47253,29.54739,-0.07485962
669,0.7001358270645142,15,Very Long (>14),1,1,1,1,29.304283,27.349339,1.9549446
670,0.6235566139221191,8,Short (<=8),1,1,1,1,31.208384,25.969976,5.238407
671,0.877410888671875,8,Short (<=8),79,0,0,0,23.251513,28.823727,-5.572214
672,0.6542103290557861,12,Long (12-14),1,1,1,1,34.688263,33.295204,1.3930588
673,0.5074769258499146,19,Very Long (>14),1,1,1,1,30.000738,27.529913,2.4708252
674,0.8561012744903564,7,Short (<=8),5,0,1,1,26.940218,27.283535,-0.34331703
675,0.8170778751373291,13,Long (12-14),12,0,0,0,25.766108,30.139002,-4.3728943
676,0.8501187562942505,9,Medium (9-11),1,1,1,1,29.89524,27.345568,2.549673
677,0.853592038154602,8,Short (<=8),68,0,0,0,23.081415,27.633398,-4.551983
678,0.8004539012908936,12,Long (12-14),2,0,1,1,27.328978,27.615538,-0.28656006
679,0.7295940518379211,11,Medium (9-11),41,0,0,0,20.930943,24.490896,-3.5599537
680,0.6915852427482605,15,Very Long (>14),1,1,1,1,30.38713,26.138899,4.248232
681,0.7833559513092041,12,Long (12-14),1,1,1,1,32.287556,29.796124,2.4914322
682,0.7217608094215393,9,Medium (9-11),1,1,1,1,30.995354,27.84124,3.1541138
683,0.557942807674408,18,Very Long (>14),6,0,0,1,24.31662,25.740358,-1.4237385
684,0.8258052468299866,9,Medium (9-11),2,0,1,1,28.330252,28.924824,-0.59457207
685,0.8612921833992004,8,Short (<=8),4,0,1,1,26.624865,27.047157,-0.4222927
686,0.6197396516799927,22,Very Long (>14),1,1,1,1,32.94429,26.710907,6.233383
687,0.7183131575584412,16,Very Long (>14),2,0,1,1,28.008595,29.22766,-1.2190647
688,0.8994346857070923,6,Short (<=8),20,0,0,0,24.726297,29.668245,-4.941948
689,0.7948492765426636,8,Short (<=8),1,1,1,1,27.744556,23.744604,3.9999523
690,0.7039728164672852,10,Medium (9-11),1,1,1,1,27.864038,27.579351,0.28468704
691,0.7949436902999878,15,Very Long (>14),4,0,1,1,27.504232,28.83509,-1.3308582
692,0.8019848465919495,9,Medium (9-11),34,0,0,0,24.442932,26.73448,-2.2915478
693,0.7053417563438416,12,Long (12-14),4,0,1,1,26.497633,29.16432,-2.666687
694,0.8879519701004028,8,Short (<=8),1,1,1,1,28.64808,28.436739,0.21134186
695,0.6200711727142334,18,Very Long (>14),1,1,1,1,30.32479,27.885904,2.4388847
696,0.5149611234664917,23,Very Long (>14),1,1,1,1,31.191803,28.615662,2.5761414
697,0.5684556365013123,15,Very Long (>14),1,1,1,1,27.151669,26.482206,0.6694622
698,0.828819990158081,13,Long (12-14),1,1,1,1,33.69271,27.396389,6.296322
699,0.7240241765975952,10,Medium (9-11),1,1,1,1,30.592459,28.51231,2.0801487
700,0.7767276763916016,12,Long (12-14),1,1,1,1,30.140594,28.06549,2.0751038
701,0.8433523774147034,13,Long (12-14),2,0,1,1,28.392242,28.490139,-0.097896576
702,0.6634348630905151,11,Medium (9-11),1,1,1,1,35.25632,27.259546,7.9967747
703,0.8155360221862793,11,Medium (9-11),3,0,1,1,28.51659,28.73605,-0.21945953
704,0.769209086894989,9,Medium (9-11),66,0,0,0,21.946136,27.131397,-5.185261
705,0.8409552574157715,8,Short (<=8),2,0,1,1,27.710617,29.25489,-1.5442734
706,0.7811083793640137,7,Short (<=8),1,1,1,1,28.695345,28.003994,0.69135094
707,0.745557427406311,14,Long (12-14),1,1,1,1,34.48005,26.171797,8.308252
708,0.6423489451408386,10,Medium (9-11),3,0,1,1,26.758707,27.71625,-0.9575424
709,0.8681659698486328,11,Medium (9-11),13,0,0,0,25.411098,27.297783,-1.8866844
710,0.7601522207260132,12,Long (12-14),4,0,1,1,27.618,27.97808,-0.36008072
711,0.7126495242118835,16,Very Long (>14),5,0,1,1,25.172552,26.036676,-0.8641243
712,0.8154391050338745,10,Medium (9-11),1,1,1,1,29.970032,29.01802,0.9520111
713,0.8127195239067078,9,Medium (9-11),4,0,1,1,27.948994,29.634153,-1.6851597
714,0.7576578855514526,9,Medium (9-11),2,0,1,1,28.973389,29.462729,-0.48933983
715,0.8053908944129944,16,Very Long (>14),6,0,0,1,27.417881,27.828604,-0.41072273
716,0.804231584072113,13,Long (12-14),6,0,0,1,26.762598,27.853834,-1.0912361
717,0.65970379114151,9,Medium (9-11),11,0,0,0,27.03671,29.55262,-2.5159092
718,0.8569464683532715,9,Medium (9-11),5,0,1,1,27.582561,28.667265,-1.0847034
719,0.7323081493377686,9,Medium (9-11),1,1,1,1,30.291945,30.204874,0.087070465
720,0.7571296691894531,7,Short (<=8),1,1,1,1,32.523453,26.366621,6.1568317
721,0.8065108060836792,6,Short (<=8),3,0,1,1,24.919498,25.731304,-0.8118057
722,0.7012774348258972,15,Very Long (>14),1,1,1,1,29.08457,29.024351,0.06021881
723,0.6906938552856445,13,Long (12-14),5,0,1,1,27.986547,30.184927,-2.1983795
724,0.8682184219360352,9,Medium (9-11),6,0,0,1,28.190035,29.49002,-1.2999859
725,0.7111790776252747,16,Very Long (>14),1,1,1,1,32.057823,29.558605,2.499218
726,0.8145186901092529,10,Medium (9-11),124,0,0,0,21.767498,27.679937,-5.9124393
727,0.6128802299499512,18,Very Long (>14),1,1,1,1,31.664515,29.705847,1.9586678
728,0.7408327460289001,15,Very Long (>14),1,1,1,1,28.751724,28.19764,0.5540848
729,0.7365578413009644,11,Medium (9-11),1,1,1,1,36.004898,30.675919,5.3289795
730,0.7768600583076477,11,Medium (9-11),66,0,0,0,23.22985,28.02,-4.7901497
731,0.867591917514801,8,Short (<=8),2,0,1,1,25.217957,25.851309,-0.6333523
732,0.6599361896514893,12,Long (12-14),1,1,1,1,28.459438,28.247547,0.21189117
733,0.6330670714378357,19,Very Long (>14),20,0,0,0,24.648575,26.581966,-1.9333916
734,0.8884416818618774,11,Medium (9-11),2,0,1,1,26.820206,27.427298,-0.6070919
735,0.6169224977493286,21,Very Long (>14),1,1,1,1,28.03743,24.934422,3.1030083
736,0.6200602650642395,22,Very Long (>14),1,1,1,1,33.245583,27.395761,5.849821
737,0.6142720580101013,26,Very Long (>14),1,1,1,1,28.886932,27.226353,1.6605797
738,0.8041741251945496,13,Long (12-14),4,0,1,1,28.117767,29.142138,-1.0243702
739,0.7553670406341553,13,Long (12-14),2,0,1,1,30.376669,31.250948,-0.874279
740,0.889461874961853,8,Short (<=8),1,1,1,1,29.568981,27.472437,2.0965443
741,0.7263333201408386,14,Long (12-14),1,1,1,1,28.240145,28.069216,0.17092896
742,0.5985124111175537,14,Long (12-14),1,1,1,1,30.349741,26.39245,3.9572906
743,0.6081274747848511,6,Short (<=8),36,0,0,0,23.464697,30.168755,-6.7040577
744,0.8142948150634766,10,Medium (9-11),1,1,1,1,30.787235,28.610054,2.1771812
745,0.7779504656791687,11,Medium (9-11),1,1,1,1,30.051315,27.426544,2.624771
746,0.8105109333992004,8,Short (<=8),6,0,0,1,26.532026,32.062695,-5.5306683
747,0.8128865361213684,7,Short (<=8),1,1,1,1,30.28554,26.996145,3.2893944
748,0.8265619277954102,8,Short (<=8),3,0,1,1,27.011425,28.749979,-1.738554
749,0.7227070927619934,18,Very Long (>14),1,1,1,1,28.164682,25.41216,2.7525215
750,0.7534109950065613,11,Medium (9-11),7,0,0,1,24.639896,26.939482,-2.2995853
751,0.6734038591384888,12,Long (12-14),1,1,1,1,28.31502,28.313267,0.0017528534
752,0.7360352873802185,14,Long (12-14),11,0,0,0,25.652897,27.271322,-1.6184254
753,0.8848382234573364,6,Short (<=8),9,0,0,1,27.751709,29.497034,-1.7453251
754,0.7830992937088013,11,Medium (9-11),1,1,1,1,33.537094,27.936655,5.600439
755,0.7880635857582092,10,Medium (9-11),6,0,0,1,27.484724,28.444904,-0.9601803
756,0.922239363193512,7,Short (<=8),2,0,1,1,26.16491,26.33948,-0.17457008
757,0.5849559307098389,9,Medium (9-11),2,0,1,1,28.538223,30.24034,-1.702116
758,0.7048603892326355,13,Long (12-14),1,1,1,1,29.996622,28.696373,1.3002491
759,0.702316403388977,10,Medium (9-11),4,0,1,1,27.655706,30.290895,-2.635189
760,0.7293341755867004,11,Medium (9-11),1,1,1,1,34.506653,26.054543,8.45211
761,0.8454181551933289,9,Medium (9-11),280,0,0,0,21.966215,27.309185,-5.34297
762,0.8145748376846313,8,Short (<=8),1,1,1,1,32.81684,25.99057,6.826271
763,0.5942343473434448,11,Medium (9-11),3,0,1,1,27.591568,28.013945,-0.42237663
764,0.6464117765426636,17,Very Long (>14),1,1,1,1,29.437304,28.469606,0.96769714
765,0.8738686442375183,7,Short (<=8),1,1,1,1,29.23565,28.86813,0.36751938
766,0.8364741802215576,9,Medium (9-11),1,1,1,1,29.026258,27.548975,1.4772835
767,0.6993779540061951,11,Medium (9-11),3,0,1,1,27.651415,29.45705,-1.8056355
768,0.7196638584136963,17,Very Long (>14),116,0,0,0,21.57628,27.57421,-5.9979286
769,0.7282946705818176,9,Medium (9-11),1,1,1,1,27.399672,25.885408,1.5142632
770,0.8005732893943787,14,Long (12-14),10,0,0,1,27.772573,29.456074,-1.6835003
771,0.7351992130279541,12,Long (12-14),11,0,0,0,25.899542,28.48221,-2.5826683
772,0.7779877185821533,9,Medium (9-11),1,1,1,1,33.05698,30.157366,2.8996143
773,0.6913527250289917,15,Very Long (>14),1,1,1,1,28.953648,27.20128,1.752367
774,0.8853046298027039,9,Medium (9-11),12,0,0,0,25.656233,29.583073,-3.9268398
775,0.858623206615448,13,Long (12-14),1,1,1,1,28.414879,27.588976,0.82590294
776,0.7892435789108276,8,Short (<=8),4,0,1,1,27.048868,28.306665,-1.2577972
777,0.5941287279129028,21,Very Long (>14),1,1,1,1,29.276068,28.521755,0.7543125
778,0.7146552801132202,11,Medium (9-11),63,0,0,0,22.945768,27.903927,-4.9581585
779,0.8447367548942566,15,Very Long (>14),3,0,1,1,29.853046,31.644,-1.7909527
780,0.611373245716095,16,Very Long (>14),1,1,1,1,33.385284,25.87613,7.5091553
781,0.7661480903625488,13,Long (12-14),5,0,1,1,30.080128,30.777815,-0.69768715
782,0.6668193340301514,12,Long (12-14),3,0,1,1,28.139406,30.670565,-2.5311584
783,0.5047550797462463,21,Very Long (>14),1,1,1,1,31.669888,26.466824,5.203064
784,0.5411897897720337,16,Very Long (>14),2,0,1,1,26.44647,27.133286,-0.68681526
785,0.6147890686988831,13,Long (12-14),1,1,1,1,30.906597,28.729332,2.1772652
786,0.8436002135276794,10,Medium (9-11),1,1,1,1,30.59178,27.647459,2.9443207
787,0.592114269733429,13,Long (12-14),3,0,1,1,27.087343,29.768116,-2.6807728
788,0.7673552632331848,14,Long (12-14),4,0,1,1,26.810015,27.571926,-0.7619114
789,0.797990083694458,9,Medium (9-11),4,0,1,1,25.716316,27.69211,-1.9757938
790,0.7606971263885498,10,Medium (9-11),6,0,0,1,24.126394,27.841234,-3.71484
791,0.7832947969436646,10,Medium (9-11),27,0,0,0,24.753069,28.675968,-3.9228992
792,0.709743082523346,11,Medium (9-11),2,0,1,1,30.004946,30.066341,-0.061395645
793,0.8984368443489075,9,Medium (9-11),5,0,1,1,26.099106,27.088982,-0.9898758
794,0.7370507121086121,22,Very Long (>14),1,1,1,1,33.828384,30.25122,3.5771637
795,0.8289792537689209,9,Medium (9-11),11,0,0,0,25.020325,29.540556,-4.5202312
796,0.871971845626831,10,Medium (9-11),9,0,0,1,25.94376,26.781288,-0.8375282
797,0.6036309599876404,15,Very Long (>14),1,1,1,1,29.901228,28.316767,1.5844612
798,0.7533227205276489,8,Short (<=8),34,0,0,0,24.015291,27.926762,-3.9114704
799,0.7774283289909363,13,Long (12-14),2,0,1,1,30.188381,31.793541,-1.6051598
800,0.6475855112075806,9,Medium (9-11),1,1,1,1,30.828342,28.633001,2.195341
801,0.8001931309700012,8,Short (<=8),20,0,0,0,24.767096,28.308905,-3.541809
802,0.6218346953392029,25,Very Long (>14),8,0,0,1,25.74705,28.240091,-2.493042
803,0.8627593517303467,7,Short (<=8),581,0,0,0,22.430954,24.947363,-2.516409
804,0.8549137115478516,10,Medium (9-11),11,0,0,0,23.7103,26.198277,-2.487976
805,0.7420455813407898,12,Long (12-14),6,0,0,1,26.729244,28.02559,-1.2963467
806,0.7203012704849243,10,Medium (9-11),1,1,1,1,30.089375,28.6322,1.4571743
807,0.7346319556236267,13,Long (12-14),1,1,1,1,29.287518,28.782883,0.50463486
808,0.5980496406555176,15,Very Long (>14),1,1,1,1,27.55754,26.014725,1.5428162
809,0.7316307425498962,14,Long (12-14),89,0,0,0,22.30936,29.034578,-6.725218
810,0.8402002453804016,8,Short (<=8),7,0,0,1,27.536312,28.553259,-1.0169468
811,0.8706121444702148,8,Short (<=8),3,0,1,1,25.411097,26.618683,-1.2075863
812,0.5319132208824158,21,Very Long (>14),1,1,1,1,29.904932,27.295753,2.6091785
813,0.7452000975608826,20,Very Long (>14),1,1,1,1,29.77911,29.176123,0.6029873
814,0.7135926485061646,10,Medium (9-11),3,0,1,1,26.08301,27.21484,-1.1318302
815,0.9081910848617554,9,Medium (9-11),14,0,0,0,25.073713,27.900282,-2.8265686
816,0.8895025253295898,11,Medium (9-11),13,0,0,0,26.426214,27.278345,-0.8521309
817,0.795854926109314,9,Medium (9-11),3,0,1,1,27.087078,28.671179,-1.5841007
818,0.7216419577598572,10,Medium (9-11),1,1,1,1,39.96267,27.383799,12.578871
819,0.5988004803657532,25,Very Long (>14),1,1,1,1,33.226624,27.392149,5.8344746
820,0.6630812287330627,13,Long (12-14),35,0,0,0,24.813015,28.175903,-3.3628883
821,0.800750732421875,6,Short (<=8),35,0,0,0,24.76075,26.685883,-1.9251328
822,0.7458823919296265,11,Medium (9-11),2,0,1,1,30.011284,30.38026,-0.3689766
823,0.6131449341773987,13,Long (12-14),1,1,1,1,31.303125,26.428562,4.874563
824,0.6177924275398254,23,Very Long (>14),1,1,1,1,29.310883,26.785055,2.5258274
825,0.5824944376945496,13,Long (12-14),7,0,0,1,27.113008,28.676992,-1.5639839
826,0.769262969493866,10,Medium (9-11),9,0,0,1,26.945889,29.3428,-2.3969116
827,0.7559272050857544,14,Long (12-14),1,1,1,1,27.822334,27.055922,0.76641273
828,0.7792413830757141,11,Medium (9-11),1,1,1,1,30.563784,28.556644,2.0071392
829,0.6989457011222839,10,Medium (9-11),2,0,1,1,28.682178,29.420746,-0.73856735
830,0.7697383165359497,10,Medium (9-11),1,1,1,1,29.01073,28.687572,0.32315826
831,0.8626478314399719,7,Short (<=8),9,0,0,1,25.791311,28.244066,-2.452755
832,0.7627624273300171,9,Medium (9-11),1,1,1,1,27.437431,27.257284,0.18014717
833,0.6151338815689087,11,Medium (9-11),1,1,1,1,29.31668,27.40319,1.9134903
834,0.7802092432975769,8,Short (<=8),39,0,0,0,24.124617,27.62162,-3.4970036
835,0.8432374596595764,8,Short (<=8),14,0,0,0,25.565699,27.470917,-1.9052181
836,0.5536314249038696,24,Very Long (>14),1,1,1,1,32.7387,28.882704,3.855997
837,0.8080474734306335,8,Short (<=8),2,0,1,1,28.262526,28.617092,-0.35456657
838,0.5078691840171814,12,Long (12-14),1,1,1,1,30.711872,29.990486,0.72138596
839,0.8600766062736511,11,Medium (9-11),2,0,1,1,29.21959,30.13649,-0.91690063
840,0.7863600850105286,17,Very Long (>14),2,0,1,1,26.499832,27.604929,-1.1050968
841,0.6933587789535522,16,Very Long (>14),1,1,1,1,32.45807,31.347233,1.110836
842,0.8654672503471375,6,Short (<=8),4,0,1,1,27.069954,29.529112,-2.459158
843,0.6084840297698975,17,Very Long (>14),1,1,1,1,32.97259,25.347897,7.624695
844,0.7899059653282166,10,Medium (9-11),12,0,0,0,26.091492,27.290096,-1.1986046
845,0.7346588373184204,12,Long (12-14),6,0,0,1,25.381252,27.509611,-2.1283588
846,0.6469164490699768,16,Very Long (>14),1,1,1,1,30.000141,29.599518,0.40062332
847,0.8601693511009216,7,Short (<=8),2,0,1,1,27.549904,27.822527,-0.27262306
848,0.7166128754615784,7,Short (<=8),1,1,1,1,33.895718,28.702396,5.193321
849,0.7845268249511719,10,Medium (9-11),2,0,1,1,29.969347,30.801355,-0.83200836
850,0.6790515780448914,28,Very Long (>14),1,1,1,1,33.16895,29.159996,4.008953
851,0.8463602066040039,8,Short (<=8),1,1,1,1,28.620466,26.873455,1.7470112
852,0.6038446426391602,12,Long (12-14),1,1,1,1,29.966255,28.546923,1.4193325
853,0.8221235871315002,10,Medium (9-11),23,0,0,0,25.672522,26.850986,-1.1784649
854,0.8433389663696289,6,Short (<=8),3,0,1,1,27.827856,29.837326,-2.00947
855,0.8292859196662903,10,Medium (9-11),103,0,0,0,23.208061,28.37719,-5.1691284
856,0.7802038192749023,6,Short (<=8),1,1,1,1,29.957762,27.931135,2.0266266
857,0.834099531173706,10,Medium (9-11),1,1,1,1,32.22547,32.16259,0.06288147
858,0.8667024374008179,6,Short (<=8),1,1,1,1,29.58942,29.07602,0.51340103
859,0.6558631658554077,17,Very Long (>14),18,0,0,0,26.169544,28.113695,-1.9441509
860,0.8812704086303711,7,Short (<=8),2,0,1,1,26.733368,27.310171,-0.5768032
861,0.7782009840011597,9,Medium (9-11),77,0,0,0,22.249884,27.154966,-4.9050827
862,0.798595130443573,10,Medium (9-11),2,0,1,1,27.400702,27.87075,-0.4700489
863,0.5913216471672058,10,Medium (9-11),1,1,1,1,30.496824,28.715914,1.7809105
864,0.6202117204666138,15,Very Long (>14),2,0,1,1,31.237537,31.466848,-0.22931099
865,0.6617282629013062,13,Long (12-14),3,0,1,1,25.727676,26.711004,-0.98332787
866,0.6612707376480103,14,Long (12-14),1,1,1,1,28.140396,25.39767,2.7427254
867,0.5304715037345886,19,Very Long (>14),3,0,1,1,27.162487,27.76101,-0.5985222
868,0.7964706420898438,8,Short (<=8),1,1,1,1,28.831566,27.54728,1.2842865
869,0.6233037114143372,11,Medium (9-11),22,0,0,0,24.93991,26.478333,-1.5384216
870,0.8465255498886108,9,Medium (9-11),34,0,0,0,24.864428,28.246275,-3.3818474
871,0.9185368418693542,7,Short (<=8),11,0,0,0,24.500288,28.43862,-3.9383316
872,0.8077417016029358,8,Short (<=8),1,1,1,1,27.88647,27.781973,0.10449791
873,0.748755156993866,10,Medium (9-11),4,0,1,1,29.249985,32.513752,-3.2637672
874,0.6204702258110046,19,Very Long (>14),1,1,1,1,30.154705,27.926476,2.2282295
875,0.5811522603034973,14,Long (12-14),3,0,1,1,27.64423,28.055359,-0.411129
876,0.8584803938865662,7,Short (<=8),5,0,1,1,27.886799,29.926659,-2.0398598
877,0.8377364873886108,8,Short (<=8),17,0,0,0,26.506567,29.81853,-3.3119621
878,0.7301784157752991,16,Very Long (>14),3,0,1,1,30.444735,31.61689,-1.1721554
879,0.8079872131347656,13,Long (12-14),1,1,1,1,28.938162,28.092457,0.84570503
880,0.5210062265396118,12,Long (12-14),4,0,1,1,26.651833,29.523808,-2.871975
881,0.7045090198516846,10,Medium (9-11),3,0,1,1,25.662401,30.866627,-5.2042255
882,0.7815049290657043,8,Short (<=8),1,1,1,1,29.669434,26.337708,3.331726
883,0.7569527626037598,8,Short (<=8),1,1,1,1,26.630274,26.486313,0.14396095
884,0.8673558235168457,11,Medium (9-11),94,0,0,0,21.382254,29.070753,-7.6884995
885,0.8343461751937866,10,Medium (9-11),85,0,0,0,22.75649,28.533316,-5.776825
886,0.8447721600532532,11,Medium (9-11),10,0,0,1,24.242311,26.47101,-2.2286987
887,0.8050987720489502,12,Long (12-14),1,1,1,1,27.236065,27.04981,0.1862545
888,0.8230546712875366,11,Medium (9-11),1,1,1,1,29.015362,26.997412,2.01795
889,0.6278653144836426,20,Very Long (>14),1,1,1,1,32.968803,27.150906,5.817898
890,0.8847907185554504,11,Medium (9-11),1,1,1,1,28.279188,27.923399,0.35578918
891,0.7276784181594849,11,Medium (9-11),1,1,1,1,30.650537,29.492327,1.1582108
892,0.769038736820221,12,Long (12-14),10,0,0,1,25.705921,28.456902,-2.7509804
893,0.7228965759277344,23,Very Long (>14),2,0,1,1,26.04841,26.8681,-0.8196888
894,0.8843451142311096,9,Medium (9-11),33,0,0,0,24.90885,26.781086,-1.8722363
895,0.6311162114143372,10,Medium (9-11),1,1,1,1,31.944841,25.217863,6.7269783
896,0.8080431818962097,10,Medium (9-11),1,1,1,1,29.647469,28.910542,0.73692703
897,0.7748713493347168,11,Medium (9-11),1,1,1,1,33.73764,25.287687,8.449953
898,0.7750179767608643,10,Medium (9-11),7,0,0,1,25.077265,28.551287,-3.474022
899,0.46488291025161743,17,Very Long (>14),1,1,1,1,32.69598,28.044456,4.6515236
900,0.45275378227233887,17,Very Long (>14),2,0,1,1,29.429188,31.213982,-1.7847939
901,0.7333038449287415,12,Long (12-14),1,1,1,1,28.22752,28.163273,0.06424713
902,0.7878212928771973,13,Long (12-14),1,1,1,1,29.333656,27.936697,1.3969593
903,0.6640290021896362,17,Very Long (>14),1,1,1,1,28.395643,28.376478,0.019165039
904,0.6723669767379761,10,Medium (9-11),1,1,1,1,29.512018,28.293674,1.2183437
905,0.81559818983078,10,Medium (9-11),61,0,0,0,23.865658,27.054209,-3.188551
